num,energy,x,y,z,x,y,z
760,-0.871103,0.36924,0.931222,0.764917,1.158877,2.692277,2.129379
224,-0.870888,2.558889,0.321578,0.697047,2.306484,1.411317,2.781437
517,-0.870546,1.214311,0.705762,2.203945,0.981351,2.949319,2.927099
501,-0.870323,1.864212,0.884218,0.219165,0.549536,1.206063,2.165573
803,-0.870057,2.219662,1.797487,2.166137,1.212532,0.125941,0.815687
344,-0.869328,0.227374,0.011732,1.185095,1.032566,2.217366,0.796628
660,-0.868894,1.338671,2.299137,0.427202,2.382128,0.998317,2.130813
991,-0.867616,1.333214,1.234109,0.890398,1.293287,2.963003,2.548554
396,-0.867427,0.911094,1.561506,2.576991,2.974489,0.341788,2.634676
595,-0.867279,0.394125,1.734623,2.144098,1.905607,0.196828,1.092485
547,-0.86702,1.517237,1.10801,0.099386,2.497973,1.504241,2.255336
999,-0.866741,0.544637,1.017791,1.39604,2.673013,2.020069,1.891038
382,-0.866365,1.789887,1.494724,1.802375,0.097788,2.745634,0.632485
536,-0.866364,2.854943,1.911898,2.660208,1.040358,0.364062,2.989119
822,-0.865729,0.845011,1.692087,2.759749,1.31753,0.941318,0.515044
97,-0.865388,1.339872,0.755707,1.622905,0.193127,2.882313,1.684703
193,-0.865221,2.831823,2.22082,0.722719,2.016961,2.567051,2.973287
609,-0.865159,1.028502,1.99827,2.657915,2.203952,2.149921,0.549099
105,-0.864704,2.61832,0.68206,0.050877,1.367573,0.305051,2.092023
524,-0.864446,2.00374,0.143351,0.721517,0.764299,0.34327,2.797225
549,-0.86419,2.138203,0.621609,0.731659,2.740439,2.967659,0.904942
437,-0.863906,2.817903,0.102365,1.268042,0.616013,0.275103,0.252293
426,-0.863649,2.676242,2.503085,0.730578,1.380854,1.326763,2.421765
730,-0.863538,0.430203,1.25616,2.304839,1.791565,1.829831,0.369722
26,-0.863515,0.269899,2.482909,0.352309,0.410037,2.781325,2.764663
431,-0.862942,1.964877,1.835461,2.123471,2.695454,0.216314,0.450234
33,-0.862707,1.440417,1.356038,2.360494,2.917117,1.425719,0.416088
462,-0.862664,1.812703,1.455505,2.78644,1.181222,1.714027,0.440673
67,-0.861811,1.463282,1.274271,0.712495,1.788373,0.166575,2.874919
169,-0.861671,0.386137,1.907029,0.284304,0.922842,0.504081,2.223157
133,-0.861324,1.11009,0.610181,2.518117,1.058988,2.465213,0.909289
591,-0.861263,1.047463,0.29232,0.90365,0.49486,1.521771,2.957455
234,-0.861236,2.580674,1.065225,2.448382,1.583868,2.563166,0.775399
351,-0.861014,2.768764,0.344786,2.807755,1.442141,2.413946,2.732516
438,-0.860864,1.355469,0.245624,2.457158,1.31274,1.655758,0.441242
576,-0.860855,1.787386,0.065449,1.934321,1.612014,2.208063,0.737204
183,-0.860762,1.481928,2.168576,0.989358,2.28313,0.042399,1.936245
404,-0.860528,1.994786,2.212992,0.329162,0.651168,1.682085,2.324985
474,-0.859918,0.215127,2.376079,1.35198,1.961459,0.633259,1.466055
94,-0.859713,1.727985,1.807529,0.671381,1.570581,2.735917,2.956862
181,-0.85958,2.742552,0.4908,0.491692,1.928651,1.21415,2.71227
210,-0.859576,0.580617,2.235699,1.941504,1.368757,0.703165,0.16753
913,-0.859567,1.498765,0.539496,2.980679,0.424754,1.521566,0.980857
451,-0.859517,0.849666,0.375679,0.4569,0.205513,2.760319,0.321784
849,-0.858927,0.713799,0.031161,2.527441,2.541692,1.705292,2.596658
742,-0.858604,0.511484,2.888624,1.393592,0.081099,0.965627,2.904057
266,-0.858526,2.735316,1.961096,1.208919,0.322732,2.40639,0.822052
288,-0.858373,2.275789,0.244035,1.209194,0.927686,2.315719,0.950648
835,-0.857911,1.558694,1.942005,0.463834,0.282567,0.186774,1.684391
360,-0.857893,0.885652,0.958923,2.871995,1.560823,0.473552,0.524969
212,-0.857774,1.041115,2.691654,1.019265,0.417268,0.395585,1.757361
891,-0.857736,2.469085,1.61376,1.724894,0.338836,2.630341,0.927144
606,-0.857514,0.191135,2.840591,0.274444,2.158013,1.318221,0.455249
268,-0.857356,2.33881,0.18891,2.442657,2.550895,0.753449,0.021261
851,-0.856188,2.580749,1.627777,2.339066,1.761721,2.306294,0.068677
581,-0.856003,0.282266,2.862138,2.885519,2.216588,1.474152,2.093582
754,-0.855809,0.148697,0.426233,1.140885,1.862354,1.427038,2.679379
473,-0.85575,0.683294,1.795366,1.391224,2.666383,0.365318,0.816338
45,-0.8557,2.775835,2.066011,2.471891,1.737041,0.788607,0.574557
164,-0.85552,0.945314,0.852904,0.536705,1.597052,1.938852,2.708325
156,-0.855244,0.780381,0.718532,0.046917,0.236393,2.615238,1.609197
1,-0.854937,2.711893,1.178828,0.379461,2.094916,2.693739,2.296318
975,-0.854564,0.400695,0.456376,0.632672,0.477012,2.978846,0.656513
162,-0.854397,2.20586,2.759047,2.318297,0.056342,1.491949,1.928535
898,-0.854373,2.645635,1.37455,1.113117,0.467962,0.142543,0.768076
160,-0.85404,0.355037,0.526327,2.761701,0.662463,1.689086,0.536856
182,-0.853642,1.27142,2.019759,1.214675,1.955024,0.216247,2.857018
37,-0.853587,2.752203,0.17129,2.080107,1.30265,2.120647,2.800472
213,-0.853492,2.476634,2.490338,0.188194,2.82065,2.657498,2.693957
43,-0.853489,1.225958,2.57841,1.22515,2.382468,0.37407,1.703333
204,-0.853478,1.024177,2.906247,2.713998,2.822951,2.954162,0.928506
315,-0.853108,1.155148,0.95872,0.179687,1.761014,2.502946,2.101565
734,-0.853013,1.777628,1.694905,0.596396,2.865731,2.621166,2.696016
368,-0.852891,2.813342,2.635301,0.678817,2.831571,0.194413,1.384848
513,-0.852841,0.492307,2.885111,1.352329,0.563257,0.389234,0.878032
611,-0.85264,0.018327,0.75239,0.884882,0.292771,2.910404,2.203103
876,-0.852631,0.487162,2.000316,0.04035,2.030207,0.793863,1.663308
40,-0.852518,2.671926,2.604908,1.961206,1.722595,1.102665,0.139518
364,-0.852469,0.331871,2.726832,2.559999,2.018903,1.110185,1.550298
253,-0.852311,0.952213,2.643665,2.429093,2.333593,0.702614,1.528201
608,-0.851881,1.025231,1.402717,0.647235,2.127853,1.854832,2.903401
860,-0.851841,2.5899,0.036754,1.497776,1.212598,2.163901,1.79924
533,-0.851495,2.209131,0.957085,1.566099,0.045554,2.007833,0.702383
622,-0.850729,1.696983,1.597301,2.562622,0.937468,2.187848,0.186312
62,-0.850506,0.978361,2.697151,0.325092,1.892304,2.162425,2.662474
292,-0.850494,2.103439,1.915167,2.829207,1.327628,2.44099,0.440303
559,-0.850023,1.971205,2.93967,0.109852,1.817028,0.392544,0.424956
53,-0.849933,2.944788,0.298681,1.54569,2.606176,2.80579,1.081381
654,-0.849709,1.315301,2.634351,2.645643,2.668317,1.185575,1.002933
461,-0.849628,0.316286,2.420673,2.503374,2.684335,1.777197,1.721811
761,-0.84931,1.255761,2.434547,2.450918,2.325042,0.126851,2.876656
658,-0.849288,0.252577,1.692601,0.082691,0.126531,1.211051,2.613198
269,-0.848539,1.434352,1.315102,2.125534,0.005819,0.143082,0.314889
662,-0.848223,1.232249,2.268998,2.441359,1.784828,0.350702,0.790546
833,-0.848196,2.302642,0.430768,0.675238,0.656763,2.247083,1.51426
72,-0.8479,2.965778,1.520372,1.020987,0.678273,0.308745,1.187562
756,-0.847852,2.74227,0.321539,1.06928,0.692304,0.425739,2.656077
272,-0.847845,0.553942,1.40836,2.380441,2.402705,2.872864,1.299313
943,-0.847744,2.070784,2.156841,0.391605,2.132275,0.425799,2.324724
109,-0.84772,0.937201,0.620473,2.099342,1.574787,2.846198,0.925365
980,-0.84723,1.504685,2.683133,1.005859,2.137357,0.160146,0.984704
305,-0.846957,0.241101,2.075599,2.394566,2.076641,0.246959,2.656346
323,-0.84682,0.964225,0.444855,2.92962,0.533615,0.778535,0.381551
621,-0.846794,2.675309,0.430368,0.497699,2.230944,2.912283,1.15615
433,-0.846761,2.970521,2.204865,2.957272,1.410134,0.984085,1.263848
647,-0.846675,0.482931,0.236956,1.962113,2.962802,0.800278,1.387166
629,-0.846625,1.154592,1.492211,0.167926,2.048478,2.955836,2.132434
8,-0.846442,2.615635,0.095961,0.128821,2.448098,0.548586,2.693588
258,-0.845965,0.568376,2.337779,2.2945,2.997468,1.671372,2.997114
655,-0.845845,0.104468,2.994077,1.043456,1.69918,1.703611,2.667262
665,-0.845697,0.478515,0.094316,1.714355,0.905718,2.476443,2.712672
657,-0.845622,2.71111,2.39294,0.552579,1.081704,1.349187,2.317124
626,-0.845576,2.866615,2.141955,0.462564,0.364314,1.372899,0.374847
233,-0.845524,1.67318,2.708632,0.966204,0.899059,0.264331,0.427848
125,-0.845319,2.786342,1.703982,2.018921,0.345532,0.749233,2.099064
546,-0.845083,0.696197,0.909098,0.506844,2.424686,1.013994,2.479291
80,-0.844795,1.63919,2.88189,0.440413,2.628906,1.136101,2.137075
145,-0.844643,1.109142,0.306406,1.087645,1.541519,2.809571,1.767381
350,-0.844521,1.649891,1.172872,0.546006,2.235547,0.210132,2.923418
981,-0.844517,2.79387,1.17177,1.207319,0.358351,2.125294,0.922299
256,-0.844218,0.764831,2.89767,2.340436,0.720857,1.065616,0.447984
855,-0.844163,0.051461,0.746928,1.622698,2.127147,0.301464,0.061908
321,-0.84411,0.404757,0.98655,2.306776,2.255611,0.877636,0.433673
596,-0.843952,2.972041,1.244291,1.384804,0.875691,1.739151,2.906575
303,-0.843766,0.839233,2.637482,1.662528,2.385184,0.990401,0.29743
330,-0.843366,1.808212,0.393067,2.981037,2.089679,2.159446,1.034066
490,-0.843093,1.651963,2.338874,2.506291,0.977514,2.881919,0.004999
955,-0.842557,0.009944,0.08982,2.805779,0.927097,2.431376,1.960669
735,-0.842507,0.958071,0.05137,0.952177,0.262911,1.842934,2.782008
568,-0.842448,2.713925,1.914501,2.805022,2.275716,1.670493,0.198643
452,-0.842315,1.846191,0.240151,0.580214,2.589604,1.917543,2.50023
63,-0.842114,1.822969,0.020165,1.944643,2.052315,2.423595,0.83299
682,-0.842098,2.216754,1.205215,2.096806,0.666455,2.532662,0.393776
357,-0.841566,1.978318,0.804007,2.283344,0.41501,2.956427,2.428864
551,-0.840484,0.763876,0.499231,1.077317,1.27072,2.923917,2.091311
361,-0.840301,2.446126,2.911598,0.946707,0.676215,2.157401,2.810586
240,-0.84014,2.974268,2.330378,0.150697,0.378485,1.821115,0.584214
457,-0.839977,2.678308,1.064629,2.368519,0.258522,0.654233,1.286062
251,-0.839706,1.067596,2.54966,2.956026,1.167946,1.107548,0.692721
759,-0.839506,2.548976,1.476395,2.557689,0.689861,0.338749,0.984727
897,-0.838566,0.288491,0.581723,2.268895,0.13366,2.619032,0.505624
142,-0.838305,1.502136,2.394405,2.973574,0.207007,1.705521,0.704583
254,-0.838057,1.016637,1.269212,0.559414,2.751833,0.091592,2.267721
390,-0.838034,0.731615,0.398755,0.959123,0.762784,2.994745,1.718939
527,-0.837775,2.984186,2.280917,0.925205,1.226285,1.343903,2.759804
612,-0.837406,0.748019,2.774446,1.905529,2.217219,0.500077,1.74354
712,-0.837362,2.796774,0.216304,2.011665,0.387229,1.026794,2.959045
409,-0.837332,1.666024,2.572766,2.435867,1.995186,0.223934,1.117952
500,-0.837033,2.89805,0.3745,2.9059,0.940171,2.126859,2.214917
784,-0.836707,0.260346,2.468508,0.026856,1.242235,2.948103,2.51853
388,-0.836604,1.002708,0.720985,0.183041,2.638235,0.013167,2.24053
539,-0.836422,2.036448,0.145145,1.503022,0.878855,2.348836,2.60972
56,-0.836136,0.229624,2.730559,0.190681,1.036648,1.553496,2.515094
968,-0.836114,0.406447,2.92214,0.288799,2.848345,2.058173,1.144249
875,-0.836058,0.163813,0.028408,2.377038,2.289866,1.651633,1.838745
771,-0.835989,1.395922,0.023967,2.990074,0.9499,0.946748,0.460493
856,-0.835432,0.555505,2.882214,1.689686,2.894571,1.643935,0.99598
920,-0.835417,0.853318,1.070884,2.926181,0.032359,1.419992,0.3395
71,-0.834921,0.63217,2.443328,2.450805,1.950435,0.05709,2.746715
698,-0.834558,0.165114,1.290668,1.631297,2.746912,0.469654,1.179741
459,-0.834324,2.631935,1.805611,1.467902,0.188205,1.203963,2.574914
265,-0.834136,0.185898,2.542159,1.1892,2.04557,0.85624,2.316644
47,-0.8337,2.074435,0.501778,1.939733,0.617873,1.927265,0.082978
797,-0.833561,0.853869,2.821901,0.685481,0.725487,0.771741,2.526916
304,-0.83314,0.575601,2.343375,2.549584,1.598883,0.285124,1.014805
857,-0.83299,2.963248,2.419933,2.353179,0.41696,1.345054,2.454595
829,-0.832852,2.693514,2.102198,1.026243,0.020687,1.611822,0.502628
430,-0.832737,0.778715,0.812656,0.604903,2.11702,2.159219,2.620386
243,-0.832722,2.836909,0.979025,0.340191,1.252342,0.301664,2.507649
394,-0.832613,0.602621,1.76525,1.829474,2.7913,2.475502,0.286677
494,-0.832555,1.145699,0.0051,2.241344,0.65914,2.67954,1.703247
931,-0.832353,1.769239,2.509812,1.246923,2.874806,0.008032,0.786893
226,-0.831191,0.146207,0.551539,2.701261,1.587653,2.934338,2.56803
349,-0.831135,2.668169,2.107182,2.453735,0.853263,0.139748,1.671102
6,-0.831092,2.625077,2.914619,1.045444,0.004538,2.009535,0.739183
146,-0.831084,0.579779,2.83839,1.953328,1.402644,0.360782,2.935728
497,-0.830579,2.70697,0.353267,0.94008,1.567564,2.825665,0.303539
342,-0.830264,1.779417,2.714306,2.280848,2.83399,0.126068,2.446059
640,-0.83002,2.075425,2.643753,2.900048,1.529649,1.204625,0.557673
775,-0.829948,0.436521,0.234329,1.368364,2.391601,1.510819,2.920467
217,-0.829876,1.207065,2.963828,0.608563,2.226329,0.381096,1.004148
794,-0.829712,0.493782,1.096777,2.556918,1.170746,2.312725,0.119544
791,-0.829424,1.947726,2.704436,2.32498,1.270343,0.045568,1.716906
528,-0.829273,2.417703,0.333989,0.836423,1.050747,2.136284,2.507392
200,-0.829145,1.174112,2.859634,2.584659,0.097751,1.066703,0.70184
593,-0.828895,1.365011,0.458287,0.336538,2.995006,0.803914,2.608071
88,-0.828146,0.216935,1.711579,2.715278,2.606982,0.415511,1.941682
601,-0.827742,0.092825,2.305114,1.966879,1.47763,0.180805,0.706029
998,-0.827596,1.790419,1.315847,0.658655,0.079385,0.867704,2.872774
844,-0.827343,1.487531,2.887686,1.827893,1.674131,0.069217,2.094015
783,-0.827276,2.195129,0.050202,2.81721,0.31005,0.515611,0.747363
198,-0.826951,1.601436,2.681585,0.382195,2.324155,1.698546,2.949246
386,-0.826548,1.902069,0.344457,1.188678,1.160871,2.50587,2.887895
199,-0.826442,2.297442,2.943044,1.798774,0.047916,1.214508,2.059856
311,-0.825964,1.200572,2.749289,0.277246,0.423379,0.496956,1.850536
987,-0.825933,2.651193,1.203691,0.101792,1.492456,2.453366,2.393135
120,-0.825561,1.215671,1.681657,0.55919,2.045251,0.080143,2.779477
92,-0.825428,2.674603,2.758399,1.853255,2.126606,0.061798,1.065333
574,-0.825315,0.183437,2.224106,1.605574,2.746906,0.999984,1.968277
485,-0.825211,2.876971,0.919361,2.325551,0.543046,0.498708,0.717719
564,-0.825198,2.291179,2.364826,2.719915,2.401031,1.181853,0.11246
710,-0.824581,0.152718,0.047546,1.571578,2.451516,1.720212,1.152972
507,-0.824159,0.298612,0.199141,1.768153,2.817452,1.493631,1.248749
872,-0.823547,2.852389,2.369698,0.123099,0.488456,2.861759,1.706563
402,-0.823174,0.333045,1.850349,0.222162,1.593255,0.259127,2.282925
940,-0.823147,0.916009,2.681376,0.959162,2.974788,0.654258,1.104966
416,-0.82285,2.373169,0.374933,1.336077,0.808466,2.530755,0.197436
978,-0.822826,0.993797,2.681478,2.46294,0.634814,0.012659,1.393909
858,-0.822792,0.930165,0.315519,0.214366,2.745473,1.603127,2.070097
776,-0.822516,1.236298,2.90674,2.944434,1.226372,0.85664,0.891181
510,-0.822456,1.56841,2.861221,2.996986,1.206389,1.560178,0.42797
804,-0.821839,0.113087,1.690921,2.959019,0.110419,2.812818,0.273097
197,-0.821782,1.576383,0.034501,1.297427,0.846155,2.849762,1.161374
453,-0.821467,0.051764,2.067595,0.334125,1.588141,0.935932,2.539058
641,-0.821376,0.624242,2.95916,1.413096,2.225817,1.049313,2.928879
343,-0.821276,2.862535,1.572642,0.196042,0.479105,0.531,1.519856
89,-0.820744,1.921815,0.478958,2.842596,0.928388,2.285481,0.766296
646,-0.820596,2.140955,0.312451,1.064816,0.554051,2.538267,2.114129
599,-0.820147,0.498348,2.274799,0.008213,1.136669,0.033341,1.791137
543,-0.820111,2.237829,1.923916,2.864892,2.036512,0.25798,0.45709
116,-0.820045,0.310962,0.613766,0.162228,2.69355,2.327459,0.089102
252,-0.819527,2.770092,0.277942,0.57247,0.549858,1.924908,1.582327
297,-0.81807,0.399071,2.183261,0.38818,0.228278,0.510889,2.829171
418,-0.817868,2.899564,0.489707,2.812292,1.164941,1.095514,0.482968
970,-0.817507,1.401583,2.737919,0.076317,2.52247,0.023841,0.534612
976,-0.817324,1.011624,0.222615,0.56448,0.953524,2.71498,2.187185
717,-0.817217,1.970276,2.662319,1.407966,0.981941,0.049548,2.43476
988,-0.81673,2.972815,1.083356,2.678276,1.134652,2.176286,0.598231
582,-0.816072,2.953791,2.944496,0.509905,2.782896,1.216513,2.947607
90,-0.815648,1.62074,0.810092,0.329186,2.194982,2.775116,2.520982
278,-0.815542,0.173819,2.901931,2.438745,1.662042,0.608815,1.201314
334,-0.815163,1.341425,1.056923,2.724902,2.946294,2.195366,0.451904
215,-0.814955,2.445768,2.828339,2.812489,1.387273,1.197096,0.515654
232,-0.814915,0.08929,0.439947,2.769147,0.731154,2.719747,0.911466
915,-0.814783,2.843273,1.684251,2.179041,0.349108,0.413319,1.067189
995,-0.814386,2.718359,1.411753,2.948694,0.803018,0.956665,0.661228
824,-0.813781,1.263176,1.653182,0.327172,2.509624,2.476385,2.960034
597,-0.813655,0.833146,0.155559,1.75138,2.798197,2.438012,1.429122
112,-0.812983,2.906132,0.192153,0.940361,0.310666,0.052098,2.515432
909,-0.812934,2.667618,0.919723,1.224446,0.341275,1.913199,2.910429
707,-0.812919,2.421418,2.892611,0.590455,0.810491,0.947381,2.282745
415,-0.812842,1.382501,2.652057,0.647043,0.938307,0.526068,2.776082
746,-0.81278,1.665149,2.968818,1.147122,0.614401,0.114299,1.20539
692,-0.812291,0.521328,1.497928,2.993678,2.849746,2.174892,1.143887
719,-0.81196,0.094257,1.08423,1.699563,2.611689,2.801184,1.481988
713,-0.810889,2.669973,2.8062,0.346861,0.810122,0.845189,1.80641
550,-0.810628,2.69151,1.923429,2.70381,1.18912,2.803035,0.168219
144,-0.810326,2.762332,0.850944,2.659701,1.202992,1.485989,0.080036
358,-0.810306,0.38987,2.447208,0.526655,1.765432,0.848992,2.772759
435,-0.810116,0.018908,0.207795,0.224513,0.623811,2.324815,2.383732
843,-0.809658,1.242609,2.271798,0.437606,0.241528,0.322612,2.617838
718,-0.809615,0.940986,2.719521,2.24096,1.287848,0.529643,0.086149
168,-0.809186,2.430998,1.165651,0.324549,0.167991,0.961715,2.4314
945,-0.80852,2.459738,0.107845,2.80522,0.4189,0.082633,0.459478
179,-0.808512,0.75703,0.192834,1.071916,2.547267,2.723086,0.823184
9,-0.808293,1.549125,2.607416,0.194447,2.206664,0.380504,2.268001
572,-0.807559,2.20826,2.091901,2.801673,1.02138,1.178503,0.058907
307,-0.807323,0.747744,2.195172,2.304983,2.931084,0.205234,1.273884
671,-0.807174,2.20661,2.574912,2.475908,2.899699,0.261057,0.483154
959,-0.806828,0.319221,2.462734,2.523523,2.112756,1.663371,0.077007
518,-0.806761,2.242021,0.441626,2.81221,0.59435,1.004883,0.201444
398,-0.806755,2.667346,0.239812,0.254432,1.646899,1.601902,2.891132
904,-0.806656,2.919545,2.940802,0.673657,0.993476,1.685984,2.812517
449,-0.806364,2.24238,1.017212,2.886878,0.928699,2.688159,0.569165
905,-0.805871,2.452063,0.595406,1.575277,0.522886,2.794736,0.39938
427,-0.805533,2.616221,0.347876,1.055518,2.151716,2.941346,2.797784
896,-0.805239,0.636454,0.342376,0.349307,2.361348,0.681211,2.979648
155,-0.805139,1.354707,2.599157,0.307426,1.162758,0.775154,2.887282
301,-0.805054,2.177461,2.56646,2.920256,2.148869,1.341552,0.000078
17,-0.804693,2.147469,2.378375,0.462503,2.60675,0.002081,2.514287
562,-0.804637,2.909641,1.747475,1.797584,0.313891,0.345272,0.627322
573,-0.803843,0.179772,0.892428,1.973408,2.984794,0.168144,0.643902
57,-0.803815,0.000072,2.475573,0.913943,2.465274,2.337382,2.930665
270,-0.803536,1.017128,0.32898,2.857049,2.206327,2.374549,0.713288
672,-0.802728,0.150676,0.995622,2.722649,2.67065,1.171546,0.746971
187,-0.802443,1.28518,2.530485,2.800315,2.499856,1.485509,0.016562
924,-0.802109,2.397872,2.993322,1.317409,2.109342,0.032862,2.54502
295,-0.802019,2.914541,0.193322,2.380886,1.882018,2.91523,1.006101
947,-0.801901,0.353736,1.254291,2.160227,2.683352,2.498802,0.315632
326,-0.801889,0.369637,1.457785,2.640728,2.676413,0.713396,0.518363
620,-0.80143,2.630074,1.280595,2.784664,0.872064,1.833336,0.132018
294,-0.801057,0.617251,2.832865,2.588774,2.213067,0.618937,0.848725
458,-0.800808,2.758751,0.705997,0.353657,0.092877,2.294138,1.289589
280,-0.80076,2.160345,1.359209,2.820844,0.189181,1.384826,0.247039
118,-0.800694,1.586391,2.664679,2.722375,0.433354,0.258541,0.87864
87,-0.800564,2.313179,0.157416,2.452002,0.303398,2.212078,0.94442
567,-0.800293,0.289018,2.943343,1.81312,2.086603,0.257234,2.158392
700,-0.79937,2.055386,0.315092,0.704263,1.349095,2.85119,2.639566
971,-0.798964,0.243769,2.907967,2.9419,2.492365,1.622705,0.937606
879,-0.797622,1.162521,0.824473,2.201364,2.940345,2.720878,0.168105
684,-0.797088,0.393865,2.686572,1.158271,2.472213,0.111318,1.07361
558,-0.796847,0.301359,1.93447,1.098725,2.746991,0.218454,2.535187
328,-0.796584,1.614053,2.476973,2.989059,1.543673,0.010588,0.767594
400,-0.795961,2.75577,0.228856,1.339001,0.441201,2.421011,2.308903
736,-0.79546,0.632632,1.481092,2.989299,2.28395,0.231861,0.366002
821,-0.79508,2.825425,1.860893,0.643256,0.125466,2.126696,2.607681
119,-0.795039,1.331744,0.024897,2.972106,2.850608,1.890595,0.640358
378,-0.794754,2.309155,1.003041,2.964743,0.002701,0.854789,0.531406
882,-0.794305,2.715775,2.57512,2.288576,0.748781,0.581412,0.423284
385,-0.794151,1.941552,2.51739,0.031169,2.59599,0.759816,2.82882
380,-0.79333,0.264336,0.009805,0.654437,1.242426,2.797651,2.306079
566,-0.792386,1.884861,2.087155,2.716646,2.471775,0.033702,0.065645
895,-0.791745,2.6239,2.612236,0.289907,0.061343,0.87329,1.735547
476,-0.790978,0.137039,2.142579,1.200374,2.688568,0.178497,2.393676
693,-0.790597,1.710826,0.245632,2.581798,2.178987,2.548444,0.066676
228,-0.789519,2.988884,0.054738,2.225879,0.555699,2.461644,1.681616
132,-0.789493,2.243717,0.725128,0.899112,0.033796,2.918379,2.422184
250,-0.788385,0.410161,0.693555,0.211505,1.328321,2.8295,2.815278
412,-0.787887,1.769374,0.37492,0.165948,0.233275,2.110644,2.791051
544,-0.787813,0.843028,2.294428,0.602235,2.34605,0.173283,2.951071
823,-0.786435,2.906669,2.951382,2.934665,0.777985,1.01894,0.877199
417,-0.78618,2.942565,1.300128,0.572356,0.108513,1.533404,2.683
467,-0.785086,0.196171,1.955668,1.796285,2.98261,0.13689,0.510311
131,-0.784569,0.178721,2.967918,1.290242,2.668891,0.486171,0.61555
327,-0.783904,0.110085,2.316817,0.13762,2.658392,1.512748,2.544204
129,-0.783486,0.276804,0.56505,2.892559,1.723473,2.711033,0.38087
740,-0.78339,2.421998,2.878774,1.625226,0.374174,0.141685,0.46816
653,-0.782515,0.343414,0.765567,2.873954,2.51845,2.530508,0.563565
839,-0.781856,2.565074,2.210055,0.1866,0.181531,0.266121,2.147884
107,-0.781475,0.265278,2.503313,0.404534,2.859945,1.575071,2.809757
171,-0.781374,2.789559,2.843128,1.979497,1.182763,0.15667,0.082258
565,-0.780527,2.825987,2.812364,1.862821,0.257557,0.179786,1.67481
673,-0.779272,2.541326,2.138017,2.873246,0.015281,2.587634,0.184162
48,-0.778034,1.281959,0.153223,2.661389,2.507109,2.535691,0.035458
960,-0.775471,0.182545,1.673316,0.166827,2.988324,2.600413,2.598203
508,-0.77545,2.161957,0.091658,0.07095,0.504123,2.525703,2.515451
525,-0.771836,0.388904,0.33889,0.371224,2.445964,2.991433,2.4405
192,-0.76889,0.014946,0.364092,2.269772,2.815261,2.863947,0.755281
738,-0.765528,0.237011,2.195271,2.786382,2.958258,0.277344,0.257784
93,-0.757721,0.071025,0.278733,2.776911,2.786303,2.885714,0.192423
